Image ID,Post ID,Ticket ID,Summary ,Image URL,Image Identifier,post Longitude,Post Latitude,main category,Cat option 1,Cat option 2,Cat option 3,Cat option 4,url working
586,2256,,The majority of the roads in Ado Ekiti are in terrible states. Residents have a hard time moving around due to how bad these roads are. they require urgent attention. ,http://rrci.rarare.com/photos/2256.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjI1Ni4xLm1vYmlsZS5qcGVn,5.22571,7.626758,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
587,2255,,The majority of the roads in Ado Ekiti are in terrible states. Residents have a hard time moving around due to how bad these roads are. they require urgent attention. ,http://rrci.rarare.com/photos/2255.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjI1NS4xLm1vYmlsZS5qcGVn,5.244886,7.643721,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
588,2254,,The majority of the roads in Ado Ekiti are in terrible states. Residents have a hard time moving around due to how bad these roads are. they require urgent attention. ,http://rrci.rarare.com/photos/2254.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjI1NC4xLm1vYmlsZS5qcGVn,5.22571,7.626758,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
589,2253,,The majority of the roads in Ado Ekiti are in terrible states. Residents have a hard time moving around due to how bad these roads are. they require urgent attention. ,http://rrci.rarare.com/photos/2253.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjI1My4xLm1vYmlsZS5qcGVn,5.222819,7.624791,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
590,2252,,The majority of the roads in Ado Ekiti are in terrible states. Residents have a hard time moving around due to how bad these roads are. they require urgent attention. ,http://rrci.rarare.com/photos/2252.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjI1Mi4xLm1vYmlsZS5qcGVn,5.222819,7.624791,rave,customer service,,,,TRUE
591,2251,,The majority of the roads in Ado Ekiti are in terrible states. Residents have a hard time moving around due to how bad these roads are. they require urgent attention. ,http://rrci.rarare.com/photos/2251.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjI1MS4xLm1vYmlsZS5qcGVn,5.617811,7.690468,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
592,2250,,The majority of the roads in Ado Ekiti are in terrible states. Residents have a hard time moving around due to how bad these roads are. they require urgent attention. ,http://rrci.rarare.com/photos/2250.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjI1MC4xLm1vYmlsZS5qcGVn,5.228403,7.62205,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
593,2249,,The majority of the roads in Ado Ekiti are in terrible states. Residents have a hard time moving around due to how bad these roads are. they require urgent attention. ,http://rrci.rarare.com/photos/2249.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjI0OS4xLm1vYmlsZS5qcGVn,5.22571,7.626758,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
594,2248,,The majority of the roads in Ado Ekiti are in terrible states. Residents have a hard time moving around due to how bad these roads are. they require urgent attention. ,http://rrci.rarare.com/photos/2248.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjI0OC4xLm1vYmlsZS5qcGVn,5.22571,7.626758,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
595,2247,,The majority of the roads in Ado Ekiti are in terrible states. Residents have a hard time moving around due to how bad these roads are. they require urgent attention. ,http://rrci.rarare.com/photos/2247.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjI0Ny4xLm1vYmlsZS5qcGVn,5.228378,7.622002,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
596,2246,,The majority of the roads in Ado Ekiti are in terrible states. Residents have a hard time moving around due to how bad these roads are. they require urgent attention. ,http://rrci.rarare.com/photos/2246.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjI0Ni4xLm1vYmlsZS5qcGVn,5.222819,7.624791,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
597,2245,,The majority of the roads in Ado Ekiti are in terrible states. Residents have a hard time moving around due to how bad these roads are. they require urgent attention. ,http://rrci.rarare.com/photos/2245.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjI0NS4xLm1vYmlsZS5qcGVn,5.224049,7.624225,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
598,2244,,The majority of the roads in Ado Ekiti are in terrible states. Residents have a hard time moving around due to how bad these roads are. they require urgent attention. ,http://rrci.rarare.com/photos/2244.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjI0NC4xLm1vYmlsZS5qcGVn,5.222687,7.624563,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
599,2242,,"On the bridge, tremors are felt so much that we had to alight at the bridge’s end to locate where it was coming from. What we saw was extremely disturbing. It MUST be the first priority please!",http://rrci.rarare.com/photos/2242.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjI0Mi4xLm1vYmlsZS5qcGVn,3.379206,6.524379,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
600,2241,,"Ado Ekiti roads are very terrible, these roads needs to be attended to by the state government as they are now potential death traps for residents. The average resident repairs their cars monthly",http://rrci.rarare.com/photos/2241.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjI0MS4xLm1vYmlsZS5qcGVn,5.225710392,7.626758099,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
601,2240,,"Ado Ekiti roads are very terrible, these roads needs to be attended to by the state government as they are now potential death traps for residents. The average resident repairs their cars monthly",http://rrci.rarare.com/photos/2240.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjI0MC4xLm1vYmlsZS5qcGVn,5.225710392,7.626758099,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
602,2239,,"Ado Ekiti roads are very terrible, these roads needs to be attended to by the state government as they are now potential death traps for residents. The average resident repairs their cars monthly",http://rrci.rarare.com/photos/2239.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjIzOS4xLm1vYmlsZS5qcGVn,5.225710392,7.626758099,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
603,2238,,"Ado Ekiti roads are very terrible, these roads needs to be attended to by the state government as they are now potential death traps for residents. The average resident repairs their cars monthly",http://rrci.rarare.com/photos/2238.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjIzOC4xLm1vYmlsZS5qcGVn,5.225710392,7.626758099,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
604,2237,,"Ado Ekiti roads are very terrible, these roads needs to be attended to by the state government as they are now potential death traps for residents. The average resident repairs their cars monthly",http://rrci.rarare.com/photos/2237.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjIzNy4xLm1vYmlsZS5qcGVn,5.225710392,7.626758099,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
605,2236,,"Ado Ekiti roads are very terrible, these roads needs to be attended to by the state government as they are now potential death traps for residents. The average resident repairs their cars monthly",http://rrci.rarare.com/photos/2236.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjIzNi4xLm1vYmlsZS5qcGVn,5.225710392,7.626758099,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
606,2235,,"Ado Ekiti roads are very terrible, these roads needs to be attended to by the state government as they are now potential death traps for residents. The average resident repairs their cars monthly",http://rrci.rarare.com/photos/2235.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjIzNS4xLm1vYmlsZS5qcGVn,5.225710392,7.626758099,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
607,2234,,"Ado Ekiti roads are very terrible, these roads needs to be attended to by the state government as they are now potential death traps for residents. The average resident repairs their cars monthly",http://rrci.rarare.com/photos/2234.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjIzNC4xLm1vYmlsZS5qcGVn,5.225710392,7.626758099,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
608,2233,,"Ado Ekiti roads are very terrible, these roads needs to be attended to by the state government as they are now potential death traps for residents. The average resident repairs their cars monthly",http://rrci.rarare.com/photos/2233.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjIzMy4xLm1vYmlsZS5qcGVn,5.225710392,7.626758099,potholes - safety hazard,abandoned car,defective public transport,illegal road block,defective roadworks,TRUE
609,2232,,"Ado Ekiti roads are very terrible, these roads needs to be attended to by the state government as they are now potential death traps for residents. The average resident repairs their cars monthly",http://rrci.rarare.com/photos/2232.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjIzMi4xLm1vYmlsZS5qcGVn,5.225710392,7.626758099,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
610,2231,,The road leading to ikole Ekiti from the state capital are in shambles and full of potholes as other Ekiti towns roads. These roads need urgent attention from the government.,http://rrci.rarare.com/photos/2231.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjIzMS4xLm1vYmlsZS5qcGVn,5.401731491,7.629693031,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
611,2230,,The road leading to ikole Ekiti from the state capital are in shambles and full of potholes as other Ekiti towns roads. These roads need urgent attention from the government.,http://rrci.rarare.com/photos/2230.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjIzMC4xLm1vYmlsZS5qcGVn,5.401731491,7.629693031,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
612,2229,,The road leading to ikole Ekiti from the state capital are in shambles and full of potholes as other Ekiti towns roads. These roads need urgent attention from the government.,http://rrci.rarare.com/photos/2229.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjIyOS4xLm1vYmlsZS5qcGVn,5.401731491,7.629693031,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
613,2228,,The road leading to ikole Ekiti from the state capital are in shambles and full of potholes as other Ekiti towns roads. These roads need urgent attention from the government.,http://rrci.rarare.com/photos/2228.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjIyOC4xLm1vYmlsZS5qcGVn,5.401731491,7.629693031,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
614,2227,,"The road leading to Ikare Ekiti from the state capital are in shambles and full of potholes as other Ekiti towns roads. These roads need to be fixed to make the life of residents better.
",http://rrci.rarare.com/photos/2227.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjIyNy4xLm1vYmlsZS5qcGVn,5.401731491,7.629693031,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
615,2226,,"The road leading to Ikare Ekiti from the state capital are in shambles and full of potholes as other Ekiti towns roads. These roads need to be fixed to make the life of residents better.
",http://rrci.rarare.com/photos/2226.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjIyNi4xLm1vYmlsZS5qcGVn,5.401731491,7.629693031,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
616,2225,,"The road leading to Ikare Ekiti from the state capital are in shambles and full of potholes as other Ekiti towns roads. These roads need to be fixed to make the life of residents better.
",http://rrci.rarare.com/photos/2225.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjIyNS4xLm1vYmlsZS5qcGVn,5.401731491,7.629693031,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
617,2224,,"The road leading to Ikare Ekiti from the state capital are in shambles and full of potholes as other Ekiti towns roads. These roads need to be fixed to make the life of residents better.
",http://rrci.rarare.com/photos/2224.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjIyNC4xLm1vYmlsZS5qcGVn,5.401731491,7.629693031,potholes - safety hazard,abandoned car,defective public transport,illegal road block,defective roadworks,TRUE
618,2223,,"The road leading to Ikare Ekiti from the state capital are in shambles and full of potholes as other Ekiti towns roads. These roads need to be fixed to make the life of residents better.
",http://rrci.rarare.com/photos/2223.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjIyMy4xLm1vYmlsZS5qcGVn,5.401731491,7.629693031,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
